Data Group,Run,Specimen/Site ID,Specimen or Site Description,Time Scan Start,Time Scan End,Midpoint of Scan Time,"Scan 
Context",Motion Correction,Include in Analysis?,Fiber ID,Da Vinci  Used,Sealing type ,"Bursting
left/ right*
[mmHg]",Other Notes,Energy Applied?,Energy Instrument,Power Delivered,Duration,Time Energy Was Applied,Delta Between Cautery Time and Scan Time,Data Channels Used,BG to Use,Reference Frame,Histopathology Registered?,Annotation Tool?,Deconvolution Performed?,Position Corrected?,,Raw data file,Background file,Deconvolution File,Text File,Video Path,Non-MC Corrected Positions,Refined Positions,Annotation File
BA,35,,Kidney,17:42,17:43,17:42,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 11 after sealing outside,Yes - After Scan,Vessel Sealer Extend 8mm,auto,,,,"[CH1, CH2, CH3]",Bkg11,967,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_35.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run35.avi,,,
BA,36,,Kidney,17:45,17:48,17:46,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 12 baseline outside; 4.5cm long; 3mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,,,,"[CH1, CH2, CH3]",Bkg11,452,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_36.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run36.avi,,,
BA,37,,Kidney,17:50,17:51,17:50,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 12 baseline inside lumen,Yes - After Scan,Vessel Sealer Extend 8mm,auto,,,,"[CH1, CH2, CH3]",Bkg11,1014,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_37.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run37.avi,,,
BA,38,,Kidney,17:52,17:53,17:52,Ex Vivo,[Needs MC],,A008,Xi,Complete,,Renal Artery 12 inside lumen; sealing applied during scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,,,,"[CH1, CH2, CH3]",Bkg11,31,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_38.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run38.avi,,,
BA,39,,Kidney,17:54,17:55,17:54,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 12; post-seal scan,Yes - After Scan,Vessel Sealer Extend 8mm,auto,,,,"[CH1, CH2, CH3]",Bkg11,1457,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_39.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run39.avi,,,
BA,40,,Kidney,17:59,18:00,17:59,Ex Vivo,Not Needed,,A008,Xi,Incomplete,,Renal Artery 13 baseline; 6cm long; 5.3 cm to furcation; 4mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,2s,,,"[CH1, CH2, CH3]",Bkg11,394,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_40.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run40.avi,,,
BA,41,,Kidney,18:01,18:02,18:01,Ex Vivo,Not Needed,,A008,Xi,Incomplete,1000 / 1380,Renal Artery 13; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,2s,,,"[CH1, CH2, CH3]",Bkg11,460,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_41.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run41.avi,,,
BA,42,,Kidney,18:06,18:06,18:06,Ex Vivo,Not Needed,,A008,Xi,Incomplete,,Renal Artery 14 baseline; 5.5cm long; 3.3cm to furcation; 4mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,4s,,,"[CH1, CH2, CH3]",Bkg11,1081,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_42.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background11.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run42.avi,,,
BA,43,,Kidney,18:07,18:09,18:08,Ex Vivo,[Needs MC],,A008,Xi,Incomplete,,Renal Artery 14; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,4s,,,"[CH1, CH2, CH3]",Bkg12,421,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_43.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run43.avi,,,
BA,44,,Kidney,18:10,18:10,18:10,Ex Vivo,Not Needed,,A008,Xi,Incomplete,,Renal artery 14 after sealing,Yes - Before Scan,Vessel Sealer Extend 8mm,auto,4s,,,"[CH1, CH2, CH3]",Bkg12,901,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_44.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run44.avi,,,
BA,45,,Kidney,18:12,18:13,18:12,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 15 baseline; 4.5cm long; 2.5cm to furcation; 4mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,7.9s,,,"[CH1, CH2, CH3]",Bkg12,1241,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_45.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run45.avi,,,
BA,46,,Kidney,18:15,18:15,18:15,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 15 while sealing,Yes - During Scan,Vessel Sealer Extend 8mm,auto,7.9s,,,"[CH1, CH2, CH3]",Bkg12,651,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_46.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run46.avi,,,
BA,47,,Kidney,,18:15,09:07,Ex Vivo,Not Needed,Discard,A008,Xi,,,,N/A,,,,,,Discard,Bkg12,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BA,48,,Kidney,18:15,18:17,18:16,Ex Vivo,Not Needed,,A008,Xi,Complete,,Renal Artery 15 after sealing,Yes - Before Scan,Vessel Sealer Extend 8mm,auto,7.9s,,,"[CH1, CH2, CH3]",Bkg12,1457,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\2023_03_21_Baseline_Tissue_48.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Baseline_Tissue\videos\2023_03_21_Baseline_Tissue_run48.avi,,,
Carotoid Artery (CA),1,,Carotid,18:23,18:25,18:24,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 1 baseline; 5cm long; 4-6mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,3.5s,,,"[CH1, CH2, CH3]",Bkg01 ,197,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_01.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run1.avi,,,
CA,2,,Carotid,18:25,18:27,18:26,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 1; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,3.5s,,,"[CH1, CH2, CH3]",Bkg01 ,2253,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run2.avi,,,
CA,3,,Carotid,,18:31,09:15,Ex Vivo,Not Needed,Discard,A008,Xi,,,,N/A,,,,,,Discard,Bkg01,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CA,4,,Carotid,18:31,18:33,18:32,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 2 baseline; 5.7cm long; 1-1.8mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,5.96s,,,"[CH1, CH2, CH3]",Bkg01,1897,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_04.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run4.avi,,,
CA,5,,Carotid,18:33,18:35,18:34,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 2; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,5.96s,,,"[CH1, CH2, CH3]",Bkg01,481,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_05.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run5.avi,,,
CA,6,,Carotid,18:38,18:40,18:39,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 3 baseline outside vesel scan; 5.5cm long; 5-6cm Ø,Yes - After Scan,Vessel Sealer Extend 8mm ,auto,7.2s,,,"[CH1, CH2, CH3]",Bkg01 ,1237,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_06.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run6.avi,,,
CA,7,,Carotid,18:41,18:42,18:41,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 3 baseline inside vessel scan,Yes - After Scan,Vessel Sealer Extend 8mm ,auto,7.2s,,,"[CH1, CH2, CH3]",Bkg01,1745,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_07.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run7.avi,,,
CA,8,,Carotid,18:43,18:45,18:44,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 3; inside lumen - sealing applied during scan,Yes - During Scan,Vessel Sealer Extend 8mm ,auto,7.2s,,,"[CH1, CH2, CH3]",Bkg01,693,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_08.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run8.avi,,,
CA,9,,Carotid,18:45,18:47,18:46,Ex Vivo,Not Needed,,A008,Xi,Complete,,Carotid Artery 3 after sealing outside,Yes - Before Scan,Vessel Sealer Extend 8mm ,auto,,,,"[CH1, CH2, CH3]",Bkg01,61,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_09.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run9.avi,,,
CA,10,,gastro,18:53,18:54,18:53,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 1 baseline; 6cm long; 2mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,4.59s,,,"[CH1, CH2, CH3]",Bkg01,483,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run10.avi,,,
CA,11,,gastro,18:55,18:56,18:55,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 1; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,4.59s,,,"[CH1, CH2, CH3]",Bkg01,637,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_11.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run11.avi,,,
CA,12,,gastro,18:58,18:59,18:58,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 2 baseline; 3cm long; 2mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,4.33s,,,"[CH1, CH2, CH3]",Bkg02,8,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_12.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run12.avi,,,
CA,13,,gastro,18:59,19:00,18:59,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 2; sealing energy applied halway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,4.33s,,,"[CH1, CH2, CH3]",Bkg02,1061,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_13.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run13.avi,,,
CA,14,,gastro,19:02,19:03,19:02,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 3 baseline; 4cm long; 2mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,4.5s,,,"[CH1, CH2, CH3]",Bkg02,11,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_14.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run14.avi,,,
CA,15,,gastro,19:03,19:04,19:03,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 3; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,4.5s,,,"[CH1, CH2, CH3]",Bkg02,871,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_15.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run15.avi,,,
CA,16,,gastro,19:07,19:07,19:07,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 4 baseline; 7.2cm long; 2-3mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,5s,,,"[CH1, CH2, CH3]",Bkg03,21,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_16.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run16.avi,,,
CA,17,,gastro,19:08,19:09,19:08,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 4; sealing energy applied halfway into scan,Yes - During Scan,Vessel Sealer Extend 8mm,auto,5s,,,"[CH1, CH2, CH3]",Bkg03,491,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_17.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run17.avi,,,
CA,18,,gastro,19:11,19:11,19:11,Ex Vivo,Not Needed,Discard,A008,Xi,,,,N/A,,,,,,Discard,Bkg03,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CA,19,,gastro,19:11,19:12,19:11,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 5 baseline; 5cm long; 2mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,3.43s,,,"[CH1, CH2, CH3]",Bkg03,627,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_19.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run19.avi,,,
CA,20,,gastro,19:13,19:14,19:13,Ex Vivo,[Needs MC],,A008,Xi,Complete,,Gastro 5 while & after sealing,Yes - During Scan,Vessel Sealer Extend 8mm,auto,3.43s,,,"[CH1, CH2, CH3]",Bkg03,1242,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_20.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run20.avi,,,
CA,21,,gastro,19:17,19:17,19:17,Ex Vivo,Not Needed,,A008,Xi,Complete,,Gastro 6 baseline; 5cm long; 3mm Ø,Yes - After Scan,Vessel Sealer Extend 8mm,auto,3.52s,,,"[CH1, CH2, CH3]",Bkg03,660,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_21.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run21.avi,,,
CA,22,,gastro,19:18,19:19,19:18,Ex Vivo,[Needs MC],,A008,Xi,Complete,,Gastro 6 while & after sealing,Yes - During Scan,Vessel Sealer Extend 8mm,auto,3.52s,,,"[CH1, CH2, CH3]",Bkg03,1138,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\2023_03_21_Carotid_Artery_22.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\Background\Background03.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_21_Carotid_Artery\videos\2023_03_21_Carotid_Artery_run22.avi,,,
PEM,1,,,10:10,10:09,10:09,In Vivo,[Needs MC],,G004,Xi,,,Left abdominal wall non-motor nerve,No,,,,,,"[CH1, CH2, CH3]",Bkg2,318,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_01.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_01.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run1.avi,,,
PEM,2,,,10:09,10:09,10:09,In Vivo,Not Needed,Discard,G004,Xi,,,,N/A,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,3,,,10:09,10:10,10:09,In Vivo,Not Needed,Discard,G004,Xi,,,,N/A,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,4,,,10:12,10:14,10:13,In Vivo,Not Needed,,G004,Xi,,,Left abdominal wall non-motor nerve,N/A,,,,,,"[CH1, CH2, CH3]",Bkg2,3158,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_04.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_04.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run4.avi,,,
PEM,5,,,10:14,10:14,10:14,In Vivo,Not Needed,,G004,Xi,,,Fat in FOV; Left abdominal wall non-motor nerve,N/A,,,,,,"[CH1, CH2, CH3]",Bkg2,41,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_05.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_05mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run5.avi,,,
